ID;aquocode;CASnummer;omschrijving;eenheid;hoedanigheid
4785;TbnrC1y;101200-48-0;tribenuronmethyl;ug/l;NVT
4790;TC1yPO4;512-56-1;trimethylfosfaat;ug/l;NVT
4812;Tcsn;3380-34-5;triclosan;ng/l;NVT
4821;tebfprd;119168-77-3;tebufenpyrad;ug/l;NVT
4825;teftn;79538-32-2;tefluthrin;ug/l;NVT
4826;TEGDME;143-24-8;tetraethyleenglycoldimethylether;ug/l;NVT
4830;temzpm;846-50-4;temazepam;ug/l;NVT
4831;teplxdm;149979-41-9;tepraloxydim;ug/l;NVT
4835;terbtlne;23031-25-6;terbutaline;ug/l;NVT
4844;TfsfrnC1y;126535-15-7;triflusulfuron-methyl;ug/l;NVT
4846;Tfxsbn;141517-21-7;trifloxystrobin;ug/l;NVT
4847;TFyffnS;3878-45-3;trifenylfosfinesulfide;ug/l;NVT
4848;TFyPO4;115-86-6;trifenylfosfaat;ug/l;NVT
4850;OS;NVT;Onopgeloste stoffen;ug/l;NVT
4861;theoplne;58-55-9;theophylline;ug/l;NVT
4863;thiacpd;111988-49-9;thiacloprid;ug/l;NVT
4864;thiamtxm;153719-23-4;thiamethoxam;ug/l;NVT
4867;thifsfrnC1y;79277-27-3;thifensulfuron-methyl;ug/l;NVT
4874;Tm;7440-30-4;thulium;ug/l;nf
4876;Tmtcb;2686-99-9;trimethacarb;ug/l;NVT
4878;TnxpcC2y;95266-40-3;trinexapac-ethyl;ug/l;NVT
4882;tofnC1y;23564-05-8;thiofanaat-methyl;ug/l;NVT
4884;topmzn;210631-68-8;topramezon;ug/l;NVT
4889;TPPO;791-28-6;trifenylfosfineoxide;ug/l;NVT
4891;tramdl;27203-92-5;tramadol;ug/l;NVT
4893;tris2C2yC6yP;78-42-2;tris(2-ethylhexyl)fosfaat;ug/l;NVT
4894;tris2C4oxC2y;78-51-3;tris(2-butoxyethyl)fosfaat;ug/l;NVT
4895;tris2Cl1ClC1;13674-87-8;tris(2-chloor-1-(chloormethyl)ethyl)fosfaat;ug/l;NVT
4897;tritsfrn;142469-14-5;tritosulfuron;ug/l;NVT
4902;tylsne;1401-69-0;tylosine;ug/l;NVT
4913;valum;439-14-5;valium;ug/l;NVT
4923;warfrn;81-81-2;warfarin;ug/l;NVT
4924;Xe;7440-63-3;xenon;ug/l;NVT
4942;14ClFyurum;140-38-5;1-(4-chloorfenyl)ureum;ug/l;NVT
4944;14iC3yFyurum;56046-17-4;1-(4-isopropylfenyl)ureum;ug/l;NVT
4994;ClO3;14866-68-3;chloraat;ug/l;NVT
5028;azsfrn;120162-55-2;azimsulfuron;ug/l;NVT
5047;imzmx;114311-32-9;imazamox;ug/l;NVT
5056;spirttmt;203313-25-1;spirotetramat;ug/l;NVT
5058;sulfsfrn;141776-32-1;sulfosulfuron;ug/l;NVT
5071;2HOxibpfn;51146-55-5;2-hydroxyibuprofen;ug/l;NVT
5077;bixfn;581809-46-3;bixafen;ug/l;NVT
5078;fluxprxd;907204-31-3;fluxapyroxad;ug/l;NVT
5079;isprzm;881685-58-1;isopyrazam;ug/l;NVT
5111;t1011DHOx101;58955-93-4;trans-10,11-dihydroxy-10,11-dihydrocarbamazepine;ug/l;NVT
5112;tembtone;335104-84-2;tembotrione;ug/l;NVT
5124;OxT4ccnHCl;2058-46-0;oxytetracycline hydrochloride;ug/l;NVT
5137;amsbm;348635-87-0;amisulbrom;ug/l;NVT
5155;sC2yDC1yFo03;NVT;som 4-ethylfenol en 2,3- en 3,5-dimethylfenol;ug/l;NVT
5174;flubDad;272451-65-7;flubendiamide;ug/l;NVT
5175;chloratnlpl;500008-45-7;chlorantraniliprole;ug/l;NVT
5189;Tccbn;101-20-2;triclocarban;ug/l;NVT
5242;amttdn;865318-97-4;ametoctradin;ug/l;NVT
5245;fluoprm;658066-35-4;fluopyram;ug/l;NVT
5248;mepqCl;24307-26-4;mepiquatchloride;ug/l;NVT
5249;pyrdll;179101-81-6;pyridalyl;ug/l;NVT
5252;protocnzdto;120983-64-4;prothioconazol-desthio;ug/l;NVT
5253;armt;140-57-8;aramit;ug/l;NVT
5254;mfmzn;139968-49-3;metaflumizon;ug/l;NVT
5255;benzcine;94-09-7;benzocaine;ug/l;NVT
5256;carbdx;05/07/6804;carbadox;ug/l;NVT
5257;oladmcn;3922-90-5;oleandomycin;ug/l;NVT
5258;13DFygandne;102-06-7;1,3-difenylguanidine;ug/l;NVT
5259;cycC6e;110-83-8;cyclohexeen;ug/l;NVT
5260;13DC2yBen;141-93-5;1,3-diethylbenzeen;ug/l;NVT
5261;14DC2yBen;105-05-5;1,4-diethylbenzeen;ug/l;NVT
5279;guanurum;141-83-3;guanylureum;ug/l;NVT
5517;2PFC6yC2a1sf;27619-97-2;2-(perfluorhexyl)ethaan-1-sulfonzuur (6:2 FTS);ug/l;NVT
5561;Aoprld;150114-71-9;aminopyralid;ug/l;NVT
5562;cyffAd;180409-60-3;cyflufenamide;ug/l;NVT
5563;dikglNa;52508-35-7;dikegulac-natrium;ug/l;NVT
5564;fenprAe;473798-59-3;fenpyrazamine;ug/l;NVT
5565;DC1ysAd;3984-14-3;dimethylsulfamide;ug/l;NVT
5731;C1y1Hbztazl;29385-43-1;methyl-1H-benzotriazool;ug/l;NVT
5732;s45C1y1Hbzta;NVT;som 4- en 5-methyl-1H-benzotriazool;ug/l;NVT
5735;PFC16azr;67905-19-5;perfluorhexadecaanzuur;ug/l;NVT
5736;PFC18azr;16517-11-6;perfluoroctadecaanzuur;ug/l;NVT
5737;NC1yPFC4asfA;68298-12-4;N-methylperfluorbutaansulfonamide;ug/l;NVT
5738;PFC4asfAd;30334-69-1;perfluorbutaansulfonamide;ug/l;NVT
5740;FRD-902;62037-80-3;ammonium 2,3,3,3-tetrafluor-2-(heptafluorpropoxy)-propanoaat;ug/l;NVT
5741;FRD-903;13252-13-6;2,3,3,3-tetrafluor-2-(heptafluorpropoxy)propionzuur;ug/l;NVT
5742;FRD-ai902903;NVT;2,3,3,3-tetrafluor-2-(heptafluorpropoxy)propanoaat (anion);ug/l;NVT
5743;MeFBSAA;159381-10-9;perfluorbutaansulfonylamide(N-methyl)azijnzuur;ug/l;NVT
5744;EtFOSAA;2991-50-6;perfluoroctaansulfonylamide(N-ethyl)azijnzuur;ug/l;NVT
5825;1458T4Ao910a;2475-45-8;1,4,5,8-tetraamino-9,10-anthrachinon;ug/l;NVT
5830;H-PFC10asfzr;39108-34-4;2-(perfluoroctyl)ethaan-1-sulfonzuur (8:2 FTS);ug/l;NVT
5831;H-PFC12asfzr;120226-60-0;1H,1H,2H,2H-perfluordodecaansulfonzuur (10:2 FTS);ug/l;NVT
5832;1011tDolcarb;35079-97-1;10,11-transdiol carbamazepine >> gebruik voortaan ID 6069;ug/l;NVT
5935;PFC5asfzr;2706-91-4;perfluor-1-pentaansulfonzuur;ug/l;NVT
5937;N-MeFOSAA;2355-31-9;N-methylperfluoroctaan sulfonamidoazijnzuur;ug/l;NVT
5944;flubdzle;31430-15-6;flubendazole;ng/l;NVT
5962;2Aoflubdzle;82050-13-3;2-aminoflubendazole;ng/l;NVT
5963;5HOxtabdzle;948-71-0;5-hydroxythiabendazole;ng/l;NVT
5964;emmtnB1a;121124-29-6;emamectin (B1a);ng/l;NVT
5965;emmtnB1b;121424-52-0;emamectin (B1b);ng/l;NVT
5966;levfxcne;100986-85-4;levofloxacine;ng/l;NVT
5970;PFOA_NH4;3825-26-1;perfluoroctaanzuur, ammoniumzout;ug/l;NVT
5996;H-PFC6asfzr;757124-72-4;2-(perfluorbutyl)ethaan-1-sulfonzuur (4:2 FTS);ug/l;NVT
5998;bisPFC10yPO4;678-41-1;bisperfluordecylwaterstoffosfaat (8:2 diPAP);ug/l;NVT
6001;MeFOSA;31506-32-8;N-methyl perfluoroctaansulfonamide;ug/l;NVT
6023;O18-H2O;14314-42-2;zuurstof18 water;10^-3;V-SMOW
6024;D2O;7789-20-0;deuterium oxide (zwaar water);10^-3;V-SMOW
6025;C13;14762-74-4;koolstof 13;10^-3;V-PDB in Canorg
6026;C14;14762-75-5;koolstof 14;%;MC
6027;He3;12596-21-3;helium 3;1;TU
6069;1011cDolcarb;35079-97-1;10,11-cisdiol carbamazepine;ug/l;NVT
6075;KMnO4;7722-64-7;kaliumpermanganaat;mg/l;NVT
6136;clopdl;2971-90-6;clopidol;ug/l;NVT
6451;crotmtn;483-63-6;crotamiton;ug/l;NVT
6452;42FTOH;2043-47-2;perfluorethylethanol 4:2;ug/l;NVT
6453;42monoPAP;150065-76-2;4:2 fluortelomerfosfaatmonoester;ug/l;NVT
6454;PFOPA;40143-78-0;perfluoroctylfosfonzuur;ug/l;NVT
6455;PFDPA;52299-26-0;perfluordecylfosfonzuur;ug/l;NVT
6456;PFPeDA;141074-63-7;perfluorpentadecaanzuur;ug/l;NVT
6726;sAEs;NVT;som alkylethoxylaten;ug/l;NVT
6727;spetlusfntn;NVT;som petroleumsulfonaten;ug/l;NVT
;;;;;
